Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;1;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;2;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;0.0;0.0;0.0;888.0;888.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;3;152.5;29.0;19.0;0.0;0.0;0.0;0.0;22.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;9.0;0.0;7.0;6.0;6.0;8.0;5.0;0.0;0.0;30.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;4;31.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;5;35.2;0.0;0.0;9.2;0.0;0.0;0.0;2.0;0.0;19.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2015;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0;999.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;1;143.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;36.0;0.0;18.8;0.0;37.7;19.0;22.1;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;2;179.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;77.9;0.0;24.0;46.0;0.0;0.0;0.0;0.0;9.0;6.0;7.0;888.0;888.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;3;226.4;0.0;0.0;0.0;0.0;95.2;0.0;0.0;0.0;63.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;14.4;0.0;0.0;0.0;0.0;9.9;13.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;6.9
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;4;171.4;0.0;0.0;0.0;8.0;20.5;0.0;0.0;0.0;0.0;10.9;30.0;32.0;41.0;17.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Milagres;SERRA BRAVA;-7.2466388888889;-39.048;2017;6;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;888.0
